comments,sentiments,compound
"Yes, I think masters will do but the issue is finances. How do I save from 15k in a month in lagos? Bulk of the money go for feeding. My only hope now is scholarship,   I applied to two schools in Saudi buh no response yet and am not sure how long the wait will be.",pos,0.6963
medical doctor ends up becoming a caterer. ,neu,0.0
They may just be doing caterer as a side work but not as a career,neu,0.0
gives you added advantage when communicating with the gods,pos,0.25
Why did she mention CR name first. Shows who is regarded,neu,0.0
"In my field, Water Sanitation and Hygiene, geologists are in high demand. All you need is a little experience and you can quickly build on it",neg,-0.128
is the plane his father's? ,neu,0.0
Who ever told you this is either crazy or a big liar.,neg,-0.6908
How can you link me up. I studied Transport Management too,neu,0.0
"please which institution did you run your masters sir and how lucrative is pharmaceutical biochemistry? Also, how much did it cost you to run your masters?",pos,0.3939
"Hello Sir, I'm also a Microbiologist too. 2.1. I'm done with NYSC and I want to practice. I did my IT in a the quality control department on drugs and I really love it. I'll be really grateful if you could link me up. Thanks.",pos,0.8998
"I studied statistics, worked as a banker in Nigeria, now a hustler outside Nigeria. I work for myself now.",neu,0.0
Village people have just read this and are now holding an emergency meeting to address your declarations.,neg,-0.3818
"Thanks bro, I decided not to go deep explaning things to her. I actually put this off because of a guy that asked for insight about the business. ",pos,0.4404
"Initially, I never thought I would go into business after school, I always see myself working with a corporate organization but my world view changed during NYSC, hence i start something. ",neu,0.0
"Seriously you're not far from the truth, some of my colleagues that we did POP together last two weeks have started complaining about unemployment snowballed into depression this and that, ain't trying to make a jest though. ",neg,-0.7783
"I won't lie to you bro, where am doing the business I make roughly 5k per day, if sales plenty i make more than that,   I'm even contemplating on opening another shop now.",neu,0.0
"I reside in lagos, I will appreciate if you can help me with something sir.",pos,0.6597
can I send a message sir.,neu,0.0
Classics,neu,0.0
Cobbler,neu,0.0
You mould flower pots gardening?,neu,0.0
Studied Biochemistry but an admin officer at a tech company. Also setting up a start up.,neu,0.0
"I was the one that asked you bro. I have located site already but  who to manage it is my problem because the site  a different state from where i reside,   and I can't do it myself since I have a job and another side hustle I am into already.",neg,-0.5499
We die here. ,neg,-0.5994
Studied banking and finance too and am currently working in the bank!!!! ,neu,0.0
Last last  being entrepreneur  i'm sure pass...if you can scale!!!,pos,0.4898
"try and look for someone that will stay in the shop preferably someone that just finished secondary school, train him/her for some weeks.",neu,0.0
Please what scholarship is that,pos,0.3182
"I studied Geology,  did business and now doing my masters",neu,0.0
"Depends on a lot of things, mine is like 3-3.5m",pos,0.3612
"If you have 1m you  can be making 60k comfortably weekly,   but like I said it depends on a lot of things,  you can visit specialists for guidance,   that's all I can share.",pos,0.7876
Thanks for your time mate. More wins I wish us all,pos,0.8712
"Was once with an old generation bank for 5 good years before I left them because I wanna control my destiny. Now me boss myself, no more market storm and those stuffs.",pos,0.1779
"Be that specialist and show him how to go about it, if he is ready. Don't be stingy, he only begs for an idea not your money",pos,0.5696
Which way Nigeria?,neu,0.0
"Studied Civil Engineering; though I graduated last year and waiting for call up letter; but I'm into Computer sales and repairs,   nd I'm also into Aluminium works; widely known as Alumaco. Thanks",pos,0.5927
"studied Accounting, but teaching now, collecting 15k..",neu,0.0
need better job,pos,0.4404
My beloved course mate ,pos,0.5106
way to go bro.,neu,0.0
"You see,  you make good money.",pos,0.4404
I also support and encourage you getting another shop.,pos,0.7184
"Keep opening them and especially in remote or interior areas,  since cities are littered with them.",neu,0.0
That's where the money is...,neu,0.0
Leave them make them  talk anyhow.,neg,-0.0516
"Goodluck bro,  I support a 100%",pos,0.4019
"people ain't always ready to offer assistance or advice, most especially when they sense you are trying to delve in what they are doing.",neg,-0.2755
how a typical Nigerian thinks eh,neu,0.0
"Hey don't judge me aiit, it is what it is okay, I've tried my best, don't be telling me what to do.",pos,0.7269
"Bro, I am creative and I write well too. Please, can I send you a mail so that you can put me through, with respect to content creation?",pos,0.8885
Studied Microbiology... Now an Entrepreneur into sale of fashion accessories.,neu,0.0
I study accounting and am working as an affilate manager in a betting company,neu,0.0
My brother that is life i studied theatre arts but now am working in an automobile company as an ERRAND BOY and also assisting the Manager at the same time,neu,0.0
Enlighten me more bro I'm into your field,pos,0.5106
Help me oo.. I did biochemistry.. Wil b willing to return to Nigeria if I can get a job,pos,0.4019
"always give those bogus motivational quotes. I made it from nothing,   hence,   you can as well make it bla bla bla. Someone put you through,   but to put another man through has become problem",neg,-0.4588
"I studied biochemistry,   I'm currently working as a health officer with an INGO.... ",neu,0.0
"Trying to build my work experience, I aim to create my own health startup  (i am in love with social enterprise).",pos,0.743
No wonder ooooo!,neg,-0.3595
"Studied History/international studies.. Joined the struggle in the Niger Delta militantly, made enough to last me two life time.. All thanks to Education.",pos,0.1531
"Studied biochemistry, now into buying and selling",neu,0.0
Studied mechanical engineer but an auto dealer today.,neu,0.0
I studied botany/ Horticulture and I'm a landscape horticulturist  by profession ..,neu,0.0
Planting flowers is what I do for a living ...,neu,0.0
Studied Economics and Teaching same in one of the colleges of education,neu,0.0
Which institution?,neu,0.0
Are you considering going for masters?,neu,0.0
I thought law was sure job,pos,0.3182
please when did you graduate,pos,0.3182
"Mechanical Engineering,   just graduated into Air-conditioning installation repairs and maintenance.",neu,0.0
"I laff scarra...Nigeria my country, I studied industrial microbiology but I'm now into IT",neu,0.0
Stop hiding guys...,neg,-0.5267
Alot of us did engineering but we are working with Npower,neu,0.0
do you actually like snakes ?,pos,0.3612
and how do I make use of nairaland emojis,neu,0.0
Studied psychology Now a traveling agent,neu,0.0
thats my country! I study Geo/sos but now a security guard.,pos,0.5255
Linguistics..... Education consultant presently,neu,0.0
"Fool, if its a multinational or a company on the stock exchange its a big kill",neg,-0.8225
Studied business admin .. Now a philosopher ,neu,0.0
how many were you in the class back then? And how many did you stay per laboratory table during practicals?  ,neu,0.0
If it's for buhari for not closing border and stoping international flights on time I at your back ,neu,0.0
History and international studies!!! I am into Catering,neu,0.0
I regret.,neg,-0.4215
"Studied the same course as u,  but now I sell foodstuffs nd provisions.",neu,0.0
"Hmm you sure didnt school down South,   you barely see such numbers down here. MCB and biochemistry  always carry squad nah,   from 150 and above which comprises students with failed medsurg,   pharmacy,   nursing,   optometry etc aspirations and those who chose it for the sake of it,   ",neg,-0.34
"I studied social work, working as a cliet service Executive",neu,0.0
I studied Political Science.....now a graphic designer and I run an online fashion store....,neu,0.0
"studied law, full time forex trader.",neu,0.0
I studied Mathematics and I'm teaching maths and further maths in a secondary school.,neu,0.0
"This is not my dream job,   I'm still seeking for a good job though.",pos,0.2869
we plenty,neu,0.0
"I did...South East tho(Futo) it's a science school but no medsurg,   pharmacy,   nursing Available because it's a technical school. Maybe that's why the number was lower...",neg,-0.3291
I studied Public Administration and I'm currently working as CBT attendant.......irony of life.,neu,0.0
Sir please where were you trained for the skill?,pos,0.3182
